CustNum,Name,Sex,Age,State,Income,Clicks,LastSpend,Purchases,Spend
804,Michael Cooke,male,25,WA,120000,265,$2262.57,17,$1829.70
805,Bridget Irwin,female,20,NSW,30000,726,$934.36,3,$1049.00
806,Anna Gallegos,female,48,VIC,40000,781,$2102.45,6,$1093.30
807,Nathan Burns,male,39,NSW,30000,373,$398.92,3,$489.50
808,Daniel Johnson,male,48,SA,100000,294,$824.67,6,$1750.40
809,Tanya Lowe,female,67,NSW,40000,270,$413.64,4,$1088.10
810,Joseph Galvan,male,52,QLD,80000,100,$345.20,7,$1406.60
811,Morgan Owen,female,20,ACT,70000,773,$3766.06,10,$1955.80
812,Wendy Fox,female,67,VIC,30000,719,$602.88,2,$896.00
813,Sonya Ruiz,female,52,WA,90000,835,$4332.40,11,$2707.60
814,Brenda Clark,female,60,NSW,80000,279,$1620.43,12,$2095.00
815,Allen Robbins,male,72,NSW,70000,525,$995.93,4,$1140.80
816,Ashley Phillips,female,54,VIC,50000,738,$1496.29,5,$1425.60
817,Walter King,male,21,VIC,160000,209,$1198.82,12,$2407.50
818,Lucas Bradley,male,57,QLD,140000,47,$335.58,14,$1841.40
819,Kristie Stephens,female,21,NSW,100000,852,$6219.60,15,$2672.20
820,Kristen Jenkins,female,29,NSW,160000,674,$4804.27,15,$4106.20
821,Tamara Brown,female,70,TAS,90000,743,$2039.53,6,$2604.00
822,Ryan King,male,25,SA,60000,69,$305.95,9,$875.00
823,Collin Simpson,male,44,TAS,90000,778,$5065.95,13,$1467.40
824,Wendy Martinez,female,71,QLD,80000,561,$1550.60,6,$2817.50
825,Scott Sanders,male,17,VIC,50000,307,$600.95,4,$774.35
826,Katherine Hayes,female,69,SA,40000,814,$2295.48,6,$1362.40
827,Michelle Jones,female,69,VIC,120000,501,$3294.58,14,$3951.60
828,Timothy Gilbert,male,40,NSW,160000,779,$8631.32,23,$2252.50
829,Daniel Guzman,male,53,QLD,60000,682,$3042.40,9,$1180.00
830,Vanessa Davis,female,53,VIC,40000,89,$202.92,5,$1375.40
831,Zachary Salazar,male,40,VIC,20000,518,$437.19,2,$471.20
832,Kenneth Johnson,male,25,NSW,100000,558,$1791.18,7,$1516.80
833,Eric Brown,male,22,SA,90000,125,$503.44,8,$1600.80
834,Gerald Cannon,male,20,NSW,50000,134,$317.58,5,$893.35
835,Megan Stewart,female,66,VIC,40000,337,$395.64,3,$1049.10
836,Chelsea Gardner PhD,female,72,VIC,140000,984,$9126.60,19,$3629.20
837,Zachary Shah,male,29,NSW,120000,913,$6688.64,15,$1767.00
838,Leah Kline,female,58,NSW,140000,195,$1344.53,14,$4321.50
839,Kara Jackson,female,28,VIC,40000,643,$1022.37,4,$1514.50
840,Heather Reynolds,female,24,NSW,120000,214,$1036.19,10,$3589.00
841,Kimberly Petty,female,62,VIC,160000,714,$5546.35,16,$5492.90
842,Jeffrey Walker,male,69,NSW,70000,474,$2128.50,9,$1330.55
843,Kelly Leon,female,33,NSW,20000,629,$655.42,3,$583.80
844,Cynthia Russell,female,68,VIC,50000,570,$1229.78,5,$1664.00
845,Gina Mcintosh,female,32,NSW,40000,178,$483.80,6,$1236.30
846,Jeanne Robinson,female,52,QLD,140000,136,$1148.11,17,$4601.00
847,Kelly Roberson,female,63,VIC,40000,81,$154.06,4,$1238.90
848,Christopher Navarro,male,22,QLD,70000,782,$1642.20,5,$1068.35
849,Stephanie Bryant,female,56,NSW,160000,2,$13.57,7,$5390.00
850,Kelly Brady,female,37,NSW,70000,936,$2692.87,6,$2013.00
851,Keith Brown,male,20,WA,120000,290,$2302.02,16,$2143.20
852,Lori Rogers,female,51,NSW,140000,44,$278.74,13,$4755.80
853,Emma Andrews,female,18,VIC,60000,365,$1116.90,7,$2074.80
854,Victoria Hale,female,45,QLD,90000,421,$1652.00,8,$3315.20
855,Jordan Johnson,female,72,SA,90000,549,$2458.15,9,$2405.20
856,Lisa Heath,female,60,SA,50000,723,$2617.26,8,$1648.00
857,Renee Ross,female,34,QLD,160000,252,$2175.26,18,$5522.30
858,Charlotte Black,female,44,QLD,140000,599,$3790.47,13,$3986.10
859,Debbie Lowe,female,47,VIC,40000,104,$112.53,3,$1389.70
860,Laura Benjamin,female,24,VIC,120000,70,$574.56,16,$3000.70
861,Joshua Campbell,male,61,NT,120000,575,$1852.65,7,$2268.60
862,Jessica Gonzalez,female,41,NSW,100000,964,$5003.16,11,$3031.80
863,Timothy Perez,male,31,NSW,90000,134,$541.49,8,$1455.80
864,Kathryn Smith,female,38,ACT,20000,741,$753.60,3,$634.20
865,Tricia Smith,female,65,VIC,160000,298,$3387.66,23,$4326.70
866,Robert Martin,male,54,QLD,80000,293,$917.68,7,$1326.00
867,Cameron Chen DDS,male,16,VIC,70000,799,$2611.93,7,$1114.35
868,Marcus Mayer,male,40,NSW,20000,416,$492.96,3,$432.00
869,Jonathan Clark,male,64,WA,50000,362,$915.86,6,$1017.45
870,Yolanda Jones,female,59,SA,40000,315,$475.02,3,$1556.10
871,Rachel Jones,female,30,QLD,140000,967,$10126.42,21,$4635.40
872,Jessica Arnold,female,20,NSW,50000,764,$2542.21,7,$1569.60
873,April Willis,female,22,QLD,70000,40,$183.54,9,$2525.60
874,Dr. Phillip Bailey PhD,male,72,NSW,90000,950,$3283.20,7,$1161.45
875,Gerald Chase,male,39,NSW,80000,943,$4560.35,10,$1549.60
876,Jeffrey Lloyd,male,52,VIC,100000,358,$1485.70,9,$1617.60
877,Brian Kennedy,male,40,NSW,100000,903,$5567.00,13,$1494.40
878,Elizabeth Nguyen,female,40,VIC,40000,476,$573.10,3,$1066.00
879,Jacqueline Yang,female,46,NSW,70000,768,$2206.85,6,$2129.60
880,Jose Montoya,male,38,NSW,50000,164,$254.61,4,$702.95
881,Travis Dawson,male,67,VIC,160000,294,$3137.57,22,$2305.00
882,Elizabeth Lopez,female,57,VIC,40000,765,$1540.71,5,$1266.20
883,Stephanie Mckinney,female,55,NSW,50000,202,$591.86,6,$1844.80
884,Cynthia Bowen,female,38,QLD,60000,172,$397.32,5,$2006.40
885,Anna Burke,female,51,NSW,70000,327,$754.23,5,$1894.20
886,Julie Smith,female,52,QLD,50000,71,$217.62,6,$1870.40
887,Victoria Benson,female,67,NSW,100000,347,$985.48,6,$3484.40
888,Tracey Holloway,female,46,SA,70000,907,$4733.18,11,$2411.20
889,Ashley Pugh,female,68,QLD,120000,256,$1648.13,13,$4266.10
890,Ashley Lewis,female,31,NSW,20000,445,$261.21,2,$688.80
891,Christopher Hughes,male,32,SA,70000,66,$285.05,9,$962.55
892,Heather Adams,female,44,NSW,30000,380,$524.40,3,$1104.00
893,Debra Estrada,female,60,NSW,60000,819,$3348.89,9,$2010.20
894,Suzanne Mcguire,female,26,VIC,30000,764,$654.37,2,$925.00
895,Timothy Harrington,male,33,NSW,120000,265,$2111.52,16,$1795.50
896,Deborah Mccarthy,female,73,NSW,160000,912,$6157.82,14,$4596.20
897,Crystal Guzman MD,female,33,QLD,30000,803,$992.51,3,$897.00
898,Mark Norman,male,49,NSW,100000,804,$3449.16,9,$1865.60
899,Bobby Harmon,male,66,NSW,30000,20,$23.94,3,$571.45
900,Melissa Young,female,60,QLD,20000,81,$98.25,3,$644.00
901,Alison Stewart,female,43,QLD,90000,796,$2976.64,8,$3026.80
902,Amanda Savage,female,38,NSW,90000,126,$667.93,11,$2808.40
903,Karen Turner,female,54,VIC,140000,947,$6158.34,13,$4364.50
904,Aaron Morgan,male,57,NSW,60000,288,$992.74,7,$969.00
905,David Dudley,male,19,VIC,140000,553,$5365.21,20,$2039.40
906,Kathryn Moran,female,62,NSW,70000,179,$785.63,9,$2369.40
907,Shane Smith,male,19,VIC,40000,654,$1515.97,5,$583.10
908,Jonathan Burns,male,52,NSW,40000,475,$1368.95,6,$585.90
909,Thomas Freeman,male,27,VIC,20000,591,$518.90,2,$400.80
910,Lisa Kennedy,female,22,NSW,60000,244,$923.05,8,$2217.30
911,Anthony Phillips,male,33,ACT,70000,542,$1255.81,5,$995.90
912,Kristen Garcia,female,20,NSW,70000,605,$1361.55,5,$2090.00
913,Jeremy Gonzalez,male,57,NSW,140000,341,$3289.29,20,$1962.40
914,Theresa Lozano,female,42,VIC,20000,147,$79.82,2,$700.00
915,James Morgan,male,38,WA,40000,945,$2220.75,5,$588.00
916,Tracy Avery,female,53,NSW,20000,984,$580.56,2,$756.00
917,April Jones,female,29,VIC,70000,557,$1473.82,6,$1837.00
918,Nicholas Bailey,male,34,ACT,50000,884,$2632.11,6,$683.40
919,Andrea Rogers,female,37,QLD,40000,196,$493.14,5,$1452.10
920,Tara Barry,female,30,NSW,30000,726,$1620.43,5,$1059.00
921,Ronnie Price,male,23,NSW,160000,747,$8342.50,23,$2615.00
922,Tracy Villa,female,66,NSW,90000,822,$2104.73,6,$2713.20
923,Tara Herman,female,22,QLD,120000,379,$1232.51,7,$4317.90
924,Elizabeth Stafford,female,62,SA,80000,67,$166.16,5,$2520.00
925,Dr. John Johnson Jr.,male,66,VIC,30000,541,$588.34,3,$444.95
926,Jose Cross,male,24,NSW,80000,835,$2648.62,7,$1188.20
927,Joseph Hayes,male,38,NSW,70000,750,$2572.50,7,$1161.50
928,Thomas Johnson,male,34,NSW,160000,316,$2328.29,15,$2952.50
929,Ronald Golden,male,48,WA,140000,875,$5990.25,14,$2332.00
930,Melanie Thomas,female,62,SA,60000,145,$427.17,6,$1863.90
931,Kathryn Romero,female,21,NSW,40000,113,$195.72,4,$1553.50
932,Samantha Owens,female,26,SA,160000,494,$4615.94,19,$5277.30
933,Monique Garcia,female,20,VIC,60000,1,$2.91,2,$2065.30
934,Allison Stein,female,56,NSW,80000,504,$1455.55,6,$2707.50
935,Michael Allen,male,65,NSW,40000,363,$790.61,5,$685.30
936,Courtney Khan,female,44,NSW,80000,719,$2415.84,7,$2997.50
937,Michael Anderson,male,25,VIC,40000,550,$1575.20,6,$838.60
938,Amanda Kennedy,female,33,NSW,160000,950,$11149.20,24,$5654.60
939,Eduardo Malone,male,53,VIC,40000,140,$161.00,3,$727.30
940,Billy Guerrero,male,27,QLD,120000,69,$396.20,12,$1556.10
941,Matthew Davis,male,54,NSW,100000,640,$2764.80,9,$1884.80
942,Krystal Padilla,female,63,NSW,90000,274,$1833.47,14,$3239.60
943,Craig Williams,male,17,NSW,80000,873,$3820.25,9,$1073.80
944,Matthew Davila,male,27,SA,100000,970,$4209.80,9,$1401.60
945,Stacy Gonzalez,female,39,NSW,50000,976,$2135.00,5,$1724.80
946,Matthew Hess,male,70,VIC,140000,483,$2278.79,10,$2277.00
947,Courtney Roberson,female,68,NSW,80000,220,$454.96,5,$2367.50
948,Alexis Snow,female,50,QLD,40000,638,$1693.25,6,$1410.50
949,Amanda Diaz,female,31,QLD,90000,756,$3738.80,10,$3276.00
950,Benjamin Munoz,male,43,VIC,50000,721,$1350.07,4,$852.55
951,Pamela Hall,female,45,QLD,20000,154,$133.06,2,$599.20
952,Elizabeth Mclaughlin,female,73,VIC,120000,629,$1936.06,7,$3004.40
953,Joshua Dillon,male,34,QLD,40000,518,$1067.08,5,$665.70
954,Shelly Little,female,27,NSW,90000,58,$373.75,13,$3278.80
955,Andrea Johnson,female,65,NSW,100000,46,$282.44,12,$2917.10
956,Susan Hale MD,female,34,VIC,60000,659,$1965.14,6,$1738.50
957,Sarah Gonzalez,female,31,TAS,50000,97,$326.41,7,$1726.40
958,Terry Perez,male,26,ACT,20000,514,$462.60,2,$454.80
959,Reginald Martinez,male,51,QLD,140000,466,$4837.55,21,$1964.60
960,Sandra Herring,female,16,QLD,90000,360,$1986.12,11,$2623.60
961,Mark Williams,male,20,VIC,120000,187,$743.89,8,$1673.90
962,Daniel Alexander,male,69,NSW,40000,221,$270.06,3,$560.00
963,Aaron Aguilar,male,53,VIC,60000,629,$2436.12,8,$871.00
964,Morgan Gutierrez,female,30,NSW,30000,239,$343.08,3,$907.00
965,Katie Rice,female,31,NSW,140000,695,$5259.06,16,$4360.20
966,Tyler Morris,male,21,VIC,40000,151,$427.93,6,$666.40
967,David Farmer,male,68,ACT,90000,392,$1155.42,6,$1571.80
968,Tracey Woodward,female,33,VIC,80000,949,$2847.00,6,$2790.00
969,Richard Moore,male,18,NSW,60000,478,$770.06,4,$909.00
970,David Benjamin,male,69,NT,30000,727,$1335.86,4,$644.05
971,Rebekah Webb,female,25,NSW,60000,869,$3550.73,9,$2029.20
972,Jill Bridges,female,65,NSW,80000,287,$746.20,6,$2717.50
973,April Glover,female,36,WA,20000,188,$111.48,2,$744.80
974,Jeremy Moore,male,69,VIC,80000,241,$857.96,8,$1211.60
975,Douglas Maynard,male,52,QLD,140000,227,$970.88,9,$2008.60
976,Courtney Torres,female,68,WA,20000,392,$455.50,3,$600.60
977,Sherry Smith PhD,female,19,VIC,120000,614,$2921.41,10,$3211.60
978,Leah Campbell,female,21,VIC,60000,262,$662.60,6,$1907.60
979,Kathy Moses,female,42,QLD,140000,747,$3179.23,9,$4467.70
980,John Valdez,male,30,NSW,70000,317,$1176.07,8,$1260.40
981,Sabrina Collins,female,72,NSW,140000,788,$5471.87,14,$3685.10
982,Jack Howard,male,72,VIC,50000,151,$323.52,5,$736.10
983,Jenna Mullins,female,20,NSW,140000,625,$4991.88,16,$3814.10
984,Shawn White,male,24,NSW,90000,831,$4046.14,10,$1740.00
985,Melissa Mcdonald,female,60,NSW,30000,109,$128.84,3,$818.00
986,David Robinson,male,18,NSW,160000,861,$7087.75,17,$2365.00
987,Felicia Morgan,female,20,ACT,20000,274,$162.76,2,$744.10
988,Douglas Tyler,male,60,QLD,90000,351,$971.39,6,$1566.00
989,Wendy Moore,female,71,NSW,60000,325,$690.30,5,$1597.90
990,Mallory Ho,female,51,QLD,70000,996,$3886.89,8,$2048.20
991,Laura Walker,female,59,QLD,70000,893,$2656.67,6,$1966.80
992,Leah Simon,female,41,NSW,100000,508,$2125.98,9,$3313.90
993,Reginald Davies,male,43,VIC,80000,540,$1170.72,5,$1521.00
994,Robert Reyes,male,67,VIC,100000,732,$5303.34,15,$1320.00
995,Daniel Chase,male,56,NSW,70000,135,$588.26,9,$1056.85
996,Madeline Edwards,female,24,WA,90000,921,$5371.27,12,$3001.60
997,Andre Bradford,male,57,NSW,50000,22,$79.15,7,$983.45
998,David Pope,male,22,NSW,60000,185,$720.39,8,$972.00
999,Lisa Johnson,female,52,QLD,60000,908,$2339.92,6,$1523.80
1000,Justin Hudson,male,37,VIC,70000,689,$3530.44,11,$1162.65
1001,Jordan Huang,female,25,VIC,60000,430,$1416.42,7,$1723.30
1002,Roberta Moore,female,51,NSW,140000,661,$3474.88,11,$3620.60
1003,Christina Thomas,female,66,ACT,70000,184,$906.75,10,$1830.40
1004,Patrick Lopez,male,41,WA,70000,63,$153.69,5,$1250.05
1005,Brooke Combs,female,70,QLD,140000,483,$3702.19,16,$3637.80
1006,Joshua Brown,male,53,NSW,90000,676,$2680.00,8,$1477.55
1007,Krista Kim,female,73,NSW,140000,763,$6232.95,17,$3994.70
1008,Lisa Li,female,56,NSW,120000,140,$903.84,13,$3385.50
1009,Ryan Hall DDS,male,34,QLD,120000,148,$697.97,10,$1816.40
1010,Michael Young,male,71,NSW,140000,469,$3095.87,14,$2255.00
1011,Samantha Thompson,female,39,QLD,40000,553,$988.76,4,$1068.60
1012,Mary Miller,female,45,WA,60000,488,$1013.09,5,$1789.80
1013,Christopher Kelly,male,44,NSW,70000,966,$2146.93,5,$1049.95
1014,Carolyn Martinez,female,69,NSW,40000,462,$1106.03,5,$1384.50
1015,Meghan Smith,female,18,VIC,90000,911,$4665.23,11,$2724.40
1016,John Ayers,male,49,VIC,40000,850,$1099.90,3,$734.30
1017,Martin Smith,male,17,VIC,20000,653,$494.32,2,$344.80
1018,Anna Stewart,female,68,SA,70000,950,$3843.70,9,$2246.20
1019,Brittany Kim,female,38,VIC,90000,184,$592.02,7,$3007.20
1020,Andrew Green,male,38,QLD,60000,154,$613.54,8,$910.00
1021,William Foster,male,54,QLD,120000,704,$5508.10,16,$1805.00
1022,Krystal Reyes,female,60,NSW,140000,320,$2614.08,17,$4734.30
1023,Kathleen Harrington,female,16,NSW,30000,51,$64.87,3,$1182.00
1024,Lori Dudley,female,41,WA,90000,438,$1890.19,9,$3348.80
1025,Elizabeth Mason,female,31,NSW,160000,744,$5362.75,15,$4890.20
1026,Russell Rowe,male,45,NSW,40000,635,$1122.68,4,$630.00
1027,Jenna Harrison,female,19,NSW,50000,890,$2176.05,5,$1819.20
1028,Catherine Fox,female,52,NSW,70000,508,$1612.65,7,$1960.20
1029,Ian Hale,male,62,VIC,60000,40,$64.08,4,$895.00
1030,Kimberly Parks,female,63,NSW,100000,379,$1032.77,6,$3010.10
1031,Jason Moore,male,31,NSW,70000,953,$3168.72,7,$1319.05
1032,Destiny Griffith,female,64,NSW,140000,775,$4502.75,12,$4764.40
1033,Katherine White,female,50,QLD,50000,263,$495.75,4,$1748.80
1034,Veronica Romero,female,32,VIC,30000,193,$237.97,3,$1066.00
1035,Michelle Petersen,female,56,NSW,60000,129,$372.68,6,$2133.70
1036,Erin Duran,female,56,NSW,50000,801,$2270.83,6,$1768.00
1037,Henry Hernandez,male,58,QLD,120000,813,$4702.39,12,$1654.90
1038,Jeffrey Galloway MD,male,42,VIC,20000,396,$467.68,3,$475.60
1039,Ashley Flores,female,60,NSW,160000,505,$3349.16,14,$5796.70
1040,Jeffrey Hansen,male,17,SA,70000,405,$966.74,5,$1324.80
1041,Molly Wilkinson,female,51,QLD,140000,538,$4455.18,17,$4054.90
1042,Kendra Ryan,female,35,NSW,100000,169,$860.21,11,$3233.30
1043,Donald Webster,male,23,NSW,60000,216,$328.54,4,$979.00
1044,Erin Hernandez,female,66,QLD,60000,897,$3945.01,9,$1919.00
1045,Levi Kennedy,male,28,ACT,140000,261,$1255.15,10,$2010.80
1046,Kerry Brown,female,29,QLD,160000,955,$11429.44,24,$5360.60
1047,Amanda Tyler,female,60,VIC,60000,47,$142.97,6,$2247.70
1048,Elizabeth Leonard,female,39,VIC,20000,585,$711.36,3,$643.30
1049,Hailey Montgomery,female,19,QLD,80000,419,$856.44,5,$2922.50
1050,Michelle Walker,female,44,VIC,120000,561,$3729.53,14,$3189.40
1051,Martha Harrington MD,female,65,QLD,120000,596,$3171.91,11,$3722.20
1052,Dawn Macias,female,57,NSW,70000,447,$1015.36,5,$2292.40
1053,Dr. Crystal Hampton,female,39,VIC,40000,640,$1125.12,4,$1484.60
1054,Rachel Harper,female,35,QLD,60000,103,$430.44,9,$2065.30
1055,Erin Hunt,female,17,VIC,20000,184,$255.76,3,$766.50
1056,Randy Christensen,male,72,NSW,60000,846,$3504.98,9,$892.00
1057,Cynthia Chambers,female,24,VIC,60000,577,$1455.77,6,$1833.50
1058,Bob Simmons,male,52,VIC,80000,617,$2164.44,7,$1225.90
1059,Kevin Golden,male,45,NSW,160000,732,$8409.22,23,$2560.00
1060,Christopher Miller,male,58,TAS,140000,695,$4972.03,15,$2160.40
1061,Michael Castillo,male,68,QLD,30000,796,$887.14,3,$545.05
1062,Katelyn Boyd,female,67,NSW,40000,501,$1001.00,4,$1466.40
1063,Joshua Gonzalez,male,35,NSW,80000,879,$1775.58,5,$1548.30
1064,Margaret Maynard,female,31,NSW,30000,39,$43.58,3,$1146.00
1065,Whitney Blair,female,43,VIC,30000,371,$768.53,5,$802.00
1066,Ronald Stout,male,39,NSW,120000,965,$2964.48,7,$1856.30
1067,Karen Lopez,female,31,SA,140000,392,$2955.29,16,$4381.70
1068,Neil Howard,male,30,NSW,120000,336,$2030.11,13,$1742.30
1069,Kenneth Ruiz,male,46,SA,40000,531,$1349.80,6,$837.20
1070,Kerri Edwards,female,62,NSW,120000,355,$2021.37,12,$3200.50
1071,Karen Cortez,female,17,NSW,40000,828,$1564.92,4,$1141.40
1072,Kara Browning,female,21,QLD,90000,189,$542.62,6,$2996.00
1073,Emily Martin,female,58,QLD,20000,876,$974.99,3,$705.60
1074,Emily Jones,female,62,QLD,160000,6,$25.87,7,$5845.70
1075,Russell Horton,male,67,SA,140000,452,$2056.60,10,$2079.00
1076,Jennifer Fletcher,female,33,VIC,80000,649,$3888.81,12,$2302.50
1077,Crystal Houston,female,39,NSW,50000,199,$473.12,5,$1364.80
1078,Carolyn White,female,42,WA,40000,809,$951.38,3,$1068.60
1079,Jennifer Townsend,female,69,NSW,70000,348,$630.92,4,$2248.40
1080,Brent Murphy,male,40,NSW,160000,618,$2560.99,9,$2795.00
1081,Brandon Williams,male,50,VIC,80000,20,$47.20,5,$1190.80
1082,Jamie Mitchell,male,47,NSW,120000,69,$599.89,17,$1651.10
1083,James Booker,male,59,VIC,60000,148,$450.66,7,$947.00
1084,Dr. Jason Hart,male,68,VIC,100000,834,$5846.34,14,$1684.80
1085,Robert Turner,male,51,WA,120000,160,$1279.68,16,$1634.00
1086,Daniel Montoya,male,44,VIC,140000,160,$742.56,10,$2459.60
1087,Luke Carney,male,26,VIC,70000,813,$3508.50,9,$1020.05
1088,Diana Smith,female,42,NSW,160000,545,$3793.20,14,$4904.90
1089,Alison Barrett,female,71,QLD,30000,276,$578.36,5,$1081.00
1090,Victor Cox,male,31,NSW,160000,441,$4046.62,19,$2910.00
1091,Mr. Timothy Meyer,male,21,NSW,140000,970,$6056.68,13,$1797.40
1092,Vincent Harris,male,62,SA,120000,347,$2313.10,14,$1898.10
1093,Lisa Butler,female,47,NSW,30000,403,$585.16,3,$959.00
1094,Kenneth Moore,male,51,VIC,40000,713,$1825.28,6,$739.90
1095,Todd Pena,male,43,VIC,80000,793,$1953.95,5,$1290.90
1096,Kenneth Wright,male,57,TAS,70000,302,$1059.11,7,$1114.35
1097,Derrick Cruz,male,35,QLD,90000,761,$1712.25,5,$1236.85
1098,Michael Strickland,male,37,NSW,80000,8,$29.86,6,$1085.50
1099,Jesus Martinez,male,53,SA,120000,444,$1531.80,7,$2262.90
1100,Dr. Elaine Thompson,female,66,ACT,120000,13,$75.58,11,$3629.70
1101,Edward Morris,male,41,QLD,40000,582,$779.88,3,$587.30
1102,Samantha Vasquez,female,19,QLD,100000,270,$793.80,6,$2755.90
1103,Jill Jones,female,29,NSW,60000,409,$840.50,5,$1744.20
1104,Mary Kane,female,71,VIC,90000,876,$4162.75,10,$3211.60
1105,Mitchell Payne,male,51,WA,20000,837,$607.66,2,$324.00
1106,Paul Hill,male,39,VIC,60000,764,$2021.54,6,$904.00
1107,Joel Scott,male,18,QLD,30000,170,$204.25,3,$487.30
1108,Zachary Greer,male,52,QLD,70000,520,$1541.54,6,$1346.65
1109,Dominique Woods,female,26,WA,120000,867,$3631.00,9,$3078.40
1110,Jean Williams,female,16,NSW,40000,515,$1442.00,6,$1123.20
1111,Lori Lee,female,41,QLD,160000,67,$624.44,19,$5051.90
1112,John Ortiz,male,60,VIC,120000,74,$433.34,12,$1943.70
1113,Tiffany Allen,female,35,VIC,50000,757,$2772.51,8,$1448.00
1114,Ryan Turner,male,56,NSW,20000,885,$500.91,2,$348.40
1115,Andrew Ruiz,male,50,NSW,120000,930,$4782.06,11,$1806.90
1116,Robert Williams,male,34,NSW,100000,61,$418.46,14,$1486.40
1117,Amy Green,female,39,TAS,30000,408,$610.16,3,$826.00
1118,Robert Smith,male,63,QLD,120000,381,$2946.65,16,$1651.10
1119,Antonio Brennan,male,64,NSW,60000,502,$1352.39,6,$1158.00
1120,Dr. Michele Banks,female,30,NSW,160000,733,$6819.83,19,$4106.20
1121,Brian Mclaughlin,male,59,NSW,30000,732,$855.34,3,$637.45
1122,Joseph Ortiz,male,41,QLD,30000,493,$961.35,4,$465.85
1123,Andrew Hoffman,male,72,VIC,70000,63,$286.21,9,$1255.80
1124,John Cooke,male,26,VIC,60000,319,$1206.78,8,$1119.00
1125,Melissa Miller,female,60,SA,40000,682,$1144.40,4,$1045.20
1126,Donald Robinson,male,60,NSW,70000,656,$2543.97,8,$1008.55
1127,Michael Clark,male,22,NSW,60000,234,$744.12,7,$953.00
1128,Michael Long,male,58,NSW,40000,633,$1804.05,6,$673.40
1129,Andrew Peterson,male,49,WA,120000,24,$84.24,7,$2143.20
1130,Melissa Robles,female,66,QLD,60000,345,$776.25,5,$1529.50
1131,Melanie Huerta,female,52,NSW,140000,906,$9202.24,21,$4558.00
1132,Sarah Shelton,female,21,NSW,90000,737,$4546.92,13,$3096.80
1133,William Cooper,male,71,WA,160000,696,$4794.05,14,$2405.00
1134,Jason Summers,male,24,QLD,60000,442,$1931.98,9,$1071.00
1135,Emily Walker,female,31,NSW,140000,15,$139.12,17,$4876.20
1136,Jay Williams,male,22,VIC,140000,746,$4840.79,13,$2301.20
1137,Francis Norman,male,39,QLD,50000,903,$3266.60,8,$761.60
1138,Tina Nelson,female,71,VIC,70000,160,$482.72,6,$2347.40
1139,Susan Hernandez,female,30,NSW,140000,933,$8333.56,18,$4381.70
1140,Brett Johnson,male,47,QLD,140000,432,$2274.05,11,$1980.00
1141,Robert Stokes,male,47,QLD,140000,565,$5833.62,21,$2400.20
1142,Travis Boone,male,62,SA,160000,427,$4010.38,19,$2312.50
1143,Jonathan Cameron,male,35,QLD,80000,475,$2097.60,9,$1510.60
1144,Joseph Avila,male,22,NSW,90000,181,$1050.70,12,$1242.65
1145,Julian Johnson,male,55,QLD,120000,715,$2419.56,7,$2023.50
1146,Nancy Parsons,female,25,QLD,160000,76,$452.35,12,$4537.40
1147,Raymond Hobbs,male,56,NSW,140000,617,$4167.84,14,$2096.60
1148,Joseph Cruz,male,49,TAS,30000,805,$621.86,2,$607.20
1149,John Richards,male,49,NSW,120000,665,$5689.74,18,$2145.10
1150,Chelsea Singh,female,54,NT,20000,186,$264.86,3,$630.00
1151,Tracey Harris,female,50,WA,20000,563,$417.75,2,$675.50
1152,Robert Lewis,male,36,NSW,140000,550,$4104.10,15,$2600.40
1153,Christina Kennedy,female,24,ACT,50000,475,$1250.44,6,$1291.20
1154,Andrea Vazquez,female,55,QLD,90000,762,$3459.86,10,$3001.60
1155,Chad Hill,male,25,VIC,70000,838,$2625.03,7,$1171.85
1156,Angela Wright,female,19,NSW,20000,822,$1089.15,3,$705.60
1157,Jose Miles,male,48,ACT,100000,952,$2751.28,6,$1827.20
1158,Catherine Smith,female,34,NSW,20000,250,$167.00,2,$669.20
1159,Tricia Ayala,female,62,NSW,160000,306,$2002.46,14,$4395.30
1160,Linda Miller,female,37,VIC,50000,194,$312.34,4,$1612.80
1161,Richard Davis,male,16,NSW,50000,914,$1448.69,4,$897.60
1162,Ana Curry,female,62,NSW,160000,392,$4443.71,23,$5693.80
1163,David Bonilla,male,55,QLD,20000,400,$538.40,3,$467.60
1164,Jeffery Knight,male,50,NSW,60000,703,$2699.52,8,$1138.00
1165,Stephanie Owens,female,45,NSW,50000,609,$831.29,3,$1280.00
1166,Katherine Wood,female,72,VIC,60000,607,$2072.30,7,$2027.30
1167,Mark Taylor,male,52,NSW,20000,352,$258.37,2,$467.60
1168,David Baker,male,44,SA,40000,87,$250.04,6,$718.20
1169,Jake Peterson,male,47,NSW,50000,72,$122.22,4,$780.30
1170,Karen Williams,female,37,QLD,160000,974,$5485.57,12,$4125.80
1171,Jessica Hamilton,female,23,NSW,90000,113,$349.85,7,$3127.60
1172,Kristen Fitzpatrick,female,71,QLD,90000,376,$2331.58,13,$2786.00
1173,Darryl Fowler,male,47,NSW,70000,553,$2216.15,8,$1296.05
1174,Caleb Jones,male,70,QLD,50000,154,$276.43,4,$896.75
1175,Eric Schultz,male,28,VIC,40000,834,$2285.16,6,$814.10
1176,Allen Tanner,male,32,QLD,100000,280,$861.00,7,$1843.20
1177,Angela Martinez,female,71,VIC,100000,272,$1985.60,15,$3379.00
1178,Jessica Robinson,female,17,SA,120000,638,$4187.83,14,$3933.10
